OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MD,USGS Maryland Water Science Center,USGS-01484652,"Bundicks Br nr Cool Spring, DE",Stream,,02040303,2.98,sq mi,,,38.71705680000000,-75.2490772000000,24000,1,seconds,Interpolated from MAP.,NAD83,30,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01486815,"NANTICOKE RIVER AT GREENWOOD, DE",Stream,,02080109,,,,,38.80566907000000,-75.5807593000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01486820,"CART BRANCH AT GREENWOOD, DE",Stream,,02080109,,,,,38.79372465000000,-75.5893708000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01486870,"NANTICOKE RIVER AT BRIDGEVILLE, DE",Stream,,02080109,,,,,38.74733586000000,-75.5813150000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01486905,"BRIDGEVILLE BRANCH AT BRIDGEVILLE, DE",Stream,,02080109,,,,,38.74650250000000,-75.5993713000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01486983,"TOMS DAM BRANCH NEAR BRIDGEVILLE, DE",Stream,,02080109,,,,,38.76122470000000,-75.5557585800000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01486985,"GUM BRANCH NEAR OAKLEY, DE",Stream,,02080109,,,,,38.76872470000000,-75.5157571000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01486987,"WEST BRANCH NEAR GULLY CAMP, DE",Stream,,02080109,,,,,38.77372469000000,-75.5268686000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01487000,"NANTICOKE RIVER NEAR BRIDGEVILLE, DE",Stream,,02080109,75.4,sq mi,,,38.72833330000000,-75.5618611000000,24000,1,seconds,Interpolated from MAP.,NAD83,12.82,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01487060,"MIFFLIN DITCH NEAR GEORGETOWN, DE",Stream,,02080109,1.25,sq mi,,,38.72788889000000,-75.4151388900000,24000,.1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01487116,"Stony Br at Hardscrabble, DE",Stream,,02080109,7.79,sq mi,,,38.62428107000000,-75.4732546000000,24000,1,seconds,Interpolated from MAP.,NAD83,40,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01487150,"BUCKS BRANCH NEAR ATLANTA, DE",Stream,,02080109,2.97,sq mi,,,38.69147220000000,-75.6348888900000,,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,24.23,feet,.01,feet,Level or other surveyed method.,NAVD88,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01487250,"Chapel Br nr Seaford, DE",Stream,,02080109,4.7,sq mi,,,38.64122560000000,-75.6393725900000,24000,1,seconds,Interpolated from MAP.,NAD83,20,feet,5,feet,Interpolated from topographic map.,NGVD29,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01487300,"BUTLER MILL BRANCH NEAR WOODLAND, DE",Stream,,02080109,6.96,sq mi,,,38.63233680000000,-75.6593733800000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01487910,"Meadow Br at Little Acres, DE",Stream,,02080109,6.94,sq mi,,,38.50638889000000,-75.5772222000000,24000,1,seconds,Interpolated from MAP.,NAD83,35,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01488500,"MARSHYHOPE CREEK NEAR ADAMSVILLE, DE",Stream,,02080109,46.8,sq mi,,,38.84969444000000,-75.6731111000000,,1,seconds,Interpolated from MAP.,NAD83,25.41,feet,.1,feet,Interpolated from Digital Elevation Model,NAVD88,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01488530,"Cattail Br nr Adamsville, DE",Stream,,02080109,6.12,sq mi,,,38.85666667000000,-75.6841667000000,24000,1,seconds,Interpolated from MAP.,NAD83,45,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01490590,"Cow Marsh Ditch nr Willow Grove, DE",Stream,,02060005,4.72,sq mi,,,39.05789070000000,-75.6193713000000,24000,1,seconds,Interpolated from MAP.,NAD83,60,feet,30,feet,Interpolated from topographic map.,NGVD29,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USGS-01490600,"MEREDITH BRANCH NEAR SANDTOWN, DE",Stream,,02060005,8.90,sq mi,,,39.03983550000000,-75.6974296000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-PA,USGS Pennsylvania Water Science Center,USGS-01481540,"Brandywine Creek near Wilmington, DE",Stream,,02040205,320,sq mi,,,39.76046030000000,-75.5563120000000,24000,1,seconds,Interpolated from MAP.,NAD83,22,feet,10,feet,Interpolated from topographic map.,NGVD29,US,10,003,,,,,,,,,,NWIS
