OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100052,Autumn Woods Mobile Home Park,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100053,Flying Dutchman Mobile Home Park - Sys 1,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100054,High Point Associates #1,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100055,Flying Dutchman Mobile Home Park - Sys 2,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100056,Flying Dutchman Mobile Home Park - Sys 3,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100057,Wild Quail Golf and Country Club,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100058,Canterbury Crossing,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100059,Viola District,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100060,Long Farm Estates,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100061,Misty Pines,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100062,Church Creek,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100063,Barker's Landing,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100067,Windsong Farms,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100068,Fox Pointe Subdivision,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100069,Burtonwood,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100070,Woodside Trailer Park,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100071,Paradise Estates System 1,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100076,Wicksfield,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100077,Frederica District,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100078,West Dover District,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100079,Dover Meadows,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100080,Deer Meadows,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000100081,Kenton District,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,001,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300001,Frederick Lodge and Mobile Home Park,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300002,Mt. Pleasant Trailer Park,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300003,Delaware Correctional Center,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300004,Gov Bacon Health Center,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300005,Summit Pond,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300006,Carpenter's Row,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300007,Winterthur,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300008,Artesian Water Co.,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300009,"Bayview Beach Improvement Co., Inc.",Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300010,United Water Delaware,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300011,Delaware City Water Department,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300012,Middletown Water Department,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300013,Newark Water Dept.,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300014,New Castle Water Dept.,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300015,Cantwell Water Company,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300016,Townsend Water Department,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300017,Wilmington Water Department,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300018,Augustine Creek,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300019,East NCC District,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300020,Northwest District,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300021,Fox Hunter Crossing Choptank,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300022,Drawyers Creek,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300025,Southeast District,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300028,Commodore Estates,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300029,Thomas Cove,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300033,Methodist Country House,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000300034,Odessa Woods,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,003,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500002,Savannah Place,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500005,Upcountry Manufact. Home Comm.,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500006,Dove Estates,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500007,Sand Hill Acres,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500009,Hunter Mill Estates,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500010,Bethany Bay  Ocean View,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500011,Swann Estates,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500012,Holly View Mobile Home Park,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500013,Indian River Acres,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500014,Broadkiln Beach Water Co.,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500016,Frankford Water Department,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500017,Seaford Water Dept.,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500018,Angola District,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500020,"Henlopen Acres, Town Of",Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500021,Todd's Mobile Court,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500022,Cedar Village,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500023,Enchanted Acres,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500024,Fish Hook Mobile Home Park,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500025,Holiday Estates,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500026,Holiday Pines,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500027,Homestead Park,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
USGS-MD,USGS Maryland Water Science Center,USEPA-91000500028,Laurel Village Mobile Home Park,Facility: Water-distribution system,,,,,,,,,,,,Unknown,,,,,,,,US,10,005,,,,,,,,,,NWIS
